Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI)
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,313.2,167.3,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,318.2,137,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,323.2,115.6,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,328.2,101.5,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,333.2,90.9,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,338.2,84.8,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,343.2,79.8,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,348.2,78.3,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,DL-Malic Acid,ethylene glycol,0.289,0.222,0.489,353.2,77.5,10.1021/acs.jced.6b00680
3,,0,0,1,0,1,choline chloride,Oxalic acid,H2O,0.3570635,0.5,0.1429365,298.15,95.02,10.1039/D0CP01431A
3,,0,0,0,1,1,Cobaltchloride,Ethylene glycol,H2O,0.1817181,0.667,0.1512819,298.15,82.49,10.1039/D0CP01431A
3,,0,0,0,1,1,Cobaltchloride,acetamide,H2O,0.1817181,0.667,0.1512819,298.15,85.45,10.1039/D0CP01431A
3,,0,0,0,1,1,FeCl3,Ethylene glycol,H2O,0.4010004,0.333,0.2659996,298.15,28.08,10.1039/D0CP01431A
3,,0,0,0,1,1,FeCl3,urea,H2O,0.4010004,0.333,0.2659996,298.15,45.74,10.1039/D0CP01431A
3,,0,0,0,1,1,FeCl3,lactic acid,H2O,0.4010004,0.333,0.2659996,298.15,605.15,10.1039/D0CP01431A
3,,0,0,0,1,1,MgCl2,urea,H2O,0.09366,0.8,0.10634,298.15,209.76,10.1039/D0CP01431A
3,,0,0,0,1,1,MgCl2,Glycerol,H2O,0.23415,0.5,0.26585,298.15,1679.9,10.1039/D0CP01431A
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,293.36,1210,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,294.49,1130,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,296.12,1030,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,297.85,910,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,299.6,810,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,301.34,720,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,303.07,640,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,304.8,570,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,306.52,510,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,308.23,450,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,309.95,400,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,311.65,360,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,313.35,320,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,315.01,290,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,316.61,260,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,318.29,240,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,320.06,210,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,321.88,190,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,323.71,170,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,325.53,160,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,327.32,140,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,329.09,130,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,330.84,120,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,332.57,110,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,334.3,100,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,336.01,90,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,337.71,90,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,339.43,80,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,341.12,70,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,betaine,water,0.4,0.2,0.4,342.81,70,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,293.36,2130,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,294.49,1980,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,296.12,1750,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,297.85,1530,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,299.6,1340,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,301.34,1160,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,303.07,1010,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,304.8,880,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,306.52,770,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,308.23,680,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,309.95,600,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,311.65,530,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,313.35,470,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,315.01,420,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,316.61,370,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,318.29,330,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,320.06,300,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,321.88,270,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,323.71,240,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,325.53,210,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,327.32,190,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,329.09,170,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,330.84,160,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,332.57,140,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,334.3,130,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,336.01,120,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,337.71,110,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,339.43,100,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,341.12,90,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,lactic acid,L-histidine,water,0.6,0.067,0.333,342.81,90,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,293.36,9180,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,294.49,8490,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,296.12,7510,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,297.85,6520,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,299.6,5650,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,301.34,4890,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,303.07,4240,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,304.8,3680,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,306.52,3210,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,308.23,2800,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,309.95,2450,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,311.65,2150,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,313.35,1900,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,315.01,1690,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,316.61,1500,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,318.29,1330,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,320.06,1190,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,321.88,1060,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,323.71,950,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,325.53,850,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,327.32,770,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,329.09,700,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,330.84,640,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,332.57,580,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,334.3,530,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,336.01,490,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,337.71,450,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,339.43,420,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,341.12,390,10.1021/acs.jced.7b01037
3,,0,0,0,0,1,malic acid,betaine,water,0.167,0.333,0.5,342.81,360,10.1021/acs.jced.7b01037
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,308.15,22377,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,313.15,13361,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,318.15,8319.6,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,323.15,5310,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,333.15,2350.9,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,343.15,1141.1,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,353.15,601.39,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,363.15,340.95,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Fructose,D-Glucose,0.62,0.13,0.25,373.15,205.59,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Mannose,D-Xylose,0.59,0.32,0.09,308.15,18586,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Mannose,D-Xylose,0.59,0.32,0.09,313.15,12031,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Mannose,D-Xylose,0.59,0.32,0.09,318.15,7039.7,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Mannose,D-Xylose,0.59,0.32,0.09,323.15,4651.5,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Mannose,D-Xylose,0.59,0.32,0.09,333.15,2039.7,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Mannose,D-Xylose,0.59,0.32,0.09,343.15,1001.9,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Mannose,D-Xylose,0.59,0.32,0.09,353.15,531.75,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Mannose,D-Xylose,0.59,0.32,0.09,373.15,299.13,10.1021/acssuschemeng.8b02042
3,,0,0,1,0,1,choline chloride,D-Glucose,glycerol,0.5,0.25,0.25,303.15,4430,10.1039/C1RA00630D
3,,0,0,1,0,1,choline chloride,D-Glucose,glycerol,0.5,0.25,0.25,323.15,930,10.1039/C1RA00630D
3,,0,0,1,0,1,choline chloride,D-Glucose,glycerol,0.5,0.25,0.25,343.15,280,10.1039/C1RA00630D
3,,0,0,1,0,1,choline chloride,meso-xylitol,glycerol,0.5,0.25,0.25,303.15,1420,10.1039/C1RA00630D
3,,0,0,1,0,1,choline chloride,meso-xylitol,glycerol,0.5,0.25,0.25,323.15,370,10.1039/C1RA00630D
3,,0,0,1,0,1,choline chloride,meso-xylitol,glycerol,0.5,0.25,0.25,343.15,130,10.1039/C1RA00630D
3,,0,0,1,0,1,choline chloride,D-sorbitol,glycerol,0.5,0.25,0.25,303.15,1710,10.1039/C1RA00630D
3,,0,0,1,0,1,choline chloride,D-sorbitol,glycerol,0.5,0.25,0.25,323.15,560,10.1039/C1RA00630D
3,,0,0,1,0,1,choline chloride,D-sorbitol,glycerol,0.5,0.25,0.25,343.15,180,10.1039/C1RA00630D
3,,0,0,1,1,0,Chromium chloride (CrCl3),choline chloride,H2O,0.29715,0.5,0.20285,293.15,13085,10.1002/chem.200400127
3,,0,0,1,1,0,Chromium chloride (CrCl3),choline chloride,H2O,0.35658,0.4,0.24342,293.15,7516,10.1002/chem.200400127
3,,0,0,1,1,0,Chromium chloride (CrCl3),choline chloride,H2O,0.3963981,0.333,0.2706019,293.15,4671,10.1002/chem.200400127
3,,0,0,1,1,0,Chromium chloride (CrCl3),choline chloride,H2O,0.421953,0.29,0.288047,293.15,4122,10.1002/chem.200400127
3,,0,0,0,0,1,Citric acid,D-Glucose,water,0.2,0.2,0.6,298,159,10.1016/j.molliq.2020.113761
3,,0,0,0,0,1,Citric acid,D-Glucose,water,0.2,0.2,0.6,323,38,10.1016/j.molliq.2020.113761
3,,0,0,0,0,1,Citric acid,D-Glucose,water,0.2,0.2,0.6,353,14,10.1016/j.molliq.2020.113761
3,,0,0,0,0,1,Lactic Acid,D-Glucose,Water,0.556,0.111,0.333,293,47,10.1016/j.fluid.2019.01.025
3,,0,0,0,0,1,Lactic Acid,D-Glucose,Water,0.556,0.111,0.333,303,31,10.1016/j.fluid.2019.01.025
3,,0,0,0,0,1,Lactic Acid,D-Glucose,Water,0.556,0.111,0.333,313,18,10.1016/j.fluid.2019.01.025
3,,0,0,0,0,1,Lactic Acid,D-Glucose,Water,0.556,0.111,0.333,323,10,10.1016/j.fluid.2019.01.025
3,,0,0,0,0,1,Lactic Acid,D-Glucose,Water,0.556,0.111,0.333,333,8,10.1016/j.fluid.2019.01.025
3,,0,0,0,0,1,Lactic Acid,D-Glucose,Water,0.556,0.111,0.333,343,6,10.1016/j.fluid.2019.01.025
3,,0,0,0,0,1,Lactic Acid,D-Glucose,Water,0.556,0.111,0.333,353,5,10.1016/j.fluid.2019.01.025
3,,0,0,1,0,1,Choline Chloride,Citric Acid,Water,0.333,0.333,0.334,293,6175,10.1016/j.fluid.2019.01.025
3,,0,0,1,0,1,Choline Chloride,Citric Acid,Water,0.333,0.333,0.334,303,2748,10.1016/j.fluid.2019.01.025
3,,0,0,1,0,1,Choline Chloride,Citric Acid,Water,0.333,0.333,0.334,313,1671,10.1016/j.fluid.2019.01.025
3,,0,0,1,0,1,Choline Chloride,Citric Acid,Water,0.333,0.333,0.334,323,930,10.1016/j.fluid.2019.01.025
3,,0,0,1,0,1,Choline Chloride,Citric Acid,Water,0.333,0.333,0.334,333,568,10.1016/j.fluid.2019.01.025
3,,0,0,1,0,1,Choline Chloride,Citric Acid,Water,0.333,0.333,0.334,343,301,10.1016/j.fluid.2019.01.025
3,,0,0,1,0,1,Choline Chloride,Citric Acid,Water,0.333,0.333,0.334,353,291,10.1016/j.fluid.2019.01.025
3,,1,0,1,1,0,Zinc chloride,1-Butyl-3-methyl imidazolium chloride,acetamide,0.333,0.333,0.334,298.2,1200,10.1016/j.cclet.2013.09.004
3,,1,0,1,1,0,Zinc chloride,1-Butyl-3-methyl imidazolium chloride,acetamide,0.25,0.25,0.5,298.2,460,10.1016/j.cclet.2013.09.004
3,,1,0,1,1,0,Zinc chloride,1-Butyl-3-methyl imidazolium chloride,urea,0.333,0.333,0.334,298.2,5000,10.1016/j.cclet.2013.09.004
3,,1,0,1,1,0,Zinc chloride,1-Butyl-3-methyl imidazolium chloride,"N,N'-dimethylurea",0.333,0.333,0.334,298.2,4000,10.1016/j.cclet.2013.09.004
3,,1,0,1,1,0,Zinc dibromide,1-Butyl-3-methyl imidazolium chloride,acetamide,0.333,0.333,0.334,298.2,1200,10.1016/j.cclet.2013.09.004
3,,1,0,1,1,0,Zinc dibromide,1-Butyl-3-methyl imidazolium chloride,acetamide,0.25,0.25,0.5,298.2,450,10.1016/j.cclet.2013.09.004
3,,1,0,1,1,0,Zinc dibromide,1-Butyl-3-methyl imidazolium chloride,urea,0.333,0.333,0.334,298.2,3200,10.1016/j.cclet.2013.09.004
3,,1,0,1,1,0,Zinc dibromide,1-Butyl-3-methyl imidazolium chloride,"N,N'-dimethylurea",0.333,0.333,0.334,298.2,2900,10.1016/j.cclet.2013.09.004
3,,0,0,1,0,1,choline chloride,oxalic acid,water,0.333,0.476,0.191,303.15,89,10.1021/acssuschemeng.5b00619
3,,0,0,1,0,1,choline chloride,citric acid,water,0.5,0.457,0.043,303.15,45008,10.1021/acssuschemeng.5b00619
3,,0,0,1,0,1,choline chloride,xylose,water,0.333,0.333,0.334,303.15,887,10.1021/acssuschemeng.5b00619
3,,0,0,1,0,1,choline chloride,sucrose,water,0.416666667,0.166666667,0.416666667,303.15,3939,10.1021/acssuschemeng.5b00619
3,,0,0,1,0,1,choline chloride,fructose,water,0.416666667,0.166666667,0.416666667,303.15,598,10.1021/acssuschemeng.5b00619
3,,0,0,1,0,1,choline chloride,glucose,water,0.416666667,0.166666667,0.416666667,303.15,584,10.1021/acssuschemeng.5b00619
3,,0,0,1,0,1,choline chloride,maltose,water,0.416666667,0.166666667,0.416666667,303.15,3122,10.1021/acssuschemeng.5b00619
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.333,0.604,0.063,318.15,160,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.333,0.604,0.063,323.15,90,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.333,0.604,0.063,328.15,66,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.333,0.604,0.063,333.15,52,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,308.13,309,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,313.13,229,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,318.13,170,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,323.13,129,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,328.13,99,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,333.13,77,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.667,0.301,0.032,318.15,284,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.667,0.301,0.032,323.15,210,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.667,0.301,0.032,328.15,158,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Choline chloride,P-Toluene sulfonic acid,Water,0.667,0.301,0.032,333.15,121,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylammonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,308.13,2166,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylammonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,313.13,1250,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylammonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,318.13,790,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylammonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,323.13,499,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylammonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,328.13,334,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylammonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,333.13,229,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylphosphonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,308.13,434,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylphosphonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,313.13,297,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylphosphonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,318.13,205,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylphosphonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,323.13,148,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylphosphonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,328.13,109,10.1021/acssuschemeng.8b05072
3,,0,0,1,0,1,Tetrabutylphosphonium chloride,P-Toluene sulfonic acid,Water,0.5,0.453,0.047,333.13,80,10.1021/acssuschemeng.8b05072
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Diethylenetriamine,,0.1,0.9,,313.15,0.009,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Diethylenetriamine,,0.143,0.857,,313.15,0.014,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Diethylenetriamine,,0.25,0.75,,313.15,0.052,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Diethylenetriamine,,0.5,0.5,,313.15,0.39,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Ethylenediamine,,0.1,0.9,,313.15,0.004,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Ethylenediamine,,0.143,0.857,,313.15,0.009,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Ethylenediamine,,0.25,0.75,,313.15,0.042,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Ethylenediamine,,0.5,0.5,,313.15,0.113,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Monoethanolamine,,0.1,0.9,,313.15,0.021,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Monoethanolamine,,0.143,0.857,,313.15,0.029,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Monoethanolamine,,0.25,0.75,,313.15,0.048,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Monoethanolamine,,0.5,0.5,,313.15,0.112,10.1016/j.cjche.2020.07.004
2,Ⅴ,0,0,0,0,1,Ethylamine hydrochloride,Tetraethylenepentamine,,0.1,0.9,,313.15,0.07,10.1016/j.cjche.2020.07.004
