Number of components,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Phase diagram (Yes/No),Reference (DOI),Smiles#1,T#1,Smiles#2,T#2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.386,0.614,339.55,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.297,0.703,340.68,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.189,0.811,341.72,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.108,0.892,342.45,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octanedioic acid,0.5,0.5,366.15,No,10.1039/C1RA00630D,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCCCCCC(=O)O,415.3
2,3,tetraethylazanium;bromide,butanedioic acid,0.5,0.5,349.3,No,10.1021/acs.jpcb.0c01680,CC[N+](CC)(CC)CC.[Br-],633,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.7,0.3,402,Yes,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.65,0.35,366,Yes,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.6,0.4,363,Yes,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.55,0.45,345,Yes,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.5,0.5,343,Yes,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.45,0.55,364,Yes,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.4,0.6,379,Yes,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,0.35,0.65,400,Yes,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCC(=O)O,455.2
2,3,tetrapentylazanium;bromide,butanedioic acid,0.946,0.054,371.304,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCC(=O)O,455.2
2,3,tetrapentylazanium;bromide,butanedioic acid,0.822,0.178,364.596,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCC(=O)O,455.2
2,3,tetrapentylazanium;bromide,butanedioic acid,0.706,0.294,360.87,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCC(=O)O,455.2
2,3,tetrapentylazanium;bromide,butanedioic acid,0.593,0.407,357.888,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCC(=O)O,455.2
2,3,tetrapentylazanium;bromide,butanedioic acid,0.393,0.607,392.174,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCC(=O)O,455.2
2,3,tetrapentylazanium;bromide,butanedioic acid,0.308,0.692,419.752,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCC(=O)O,455.2
2,3,tetrapentylazanium;bromide,butanedioic acid,0.166,0.834,443.602,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCC(=O)O,455.2
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.9,0.1,541.95,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.8,0.2,477.88,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.7,0.3,411.82,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.6,0.4,370.52,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.494,0.506,343.65,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.395,0.605,369.65,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.302,0.698,386.22,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.201,0.799,404.58,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.107,0.893,431.45,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.947,0.053,557.95,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.9,0.1,514.45,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.849,0.151,471.75,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.801,0.199,435.52,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.749,0.251,386.68,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.705,0.295,357.62,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.673,0.327,321.55,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.6,0.4,330.62,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.55,0.45,341.62,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.498,0.502,352.35,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.448,0.552,364.32,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.407,0.593,374.55,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.348,0.652,385.82,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.3,0.7,393.65,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",0.201,0.799,411.58,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)C(O)C(O)C(=O)O,479.15
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.9,0.1,547.5,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.8,0.2,506.6,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.686,0.314,450.9,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.596,0.404,414.5,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.506,0.494,382.6,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.401,0.599,314.6,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.313,0.687,317.1,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.199,0.801,318.3,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetramethylazanium;chloride,tetradecan-1-ol,0.1,0.9,313.1,Yes,10.1021/acs.jpcb.0c02386,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.896,0.104,333.4,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.799,0.201,326,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.7,0.3,316.4,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.605,0.395,307.8,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.494,0.506,294.7,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.399,0.601,291.6,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.296,0.704,296.2,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.208,0.792,296.7,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,tetrabutylazanium;chloride,tetradecan-1-ol,0.102,0.898,305.4,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.893,0.107,520.08,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.835,0.165,494.78,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.796,0.204,483.52,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.742,0.258,456.58,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.711,0.289,443.85,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.643,0.357,414.08,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.6,0.4,390.25,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.551,0.449,353.18,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.505,0.495,331.62,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.461,0.539,319.48,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.419,0.581,303.15,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.288,0.712,306.55,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.202,0.798,310.32,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,0.109,0.891,310.92,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCO,311.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,thiourea,0.42,0.58,373.15,No,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,NC(N)=S,444.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,thiourea,0.3333,0.6667,342.15,No,10.1016/j.molliq.2021.117021,C[N+](C)(C)CCO.[Cl-],578.15,NC(N)=S,444.7
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.9,0.1,518,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.801,0.199,482,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.7,0.3,414.2,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.601,0.399,377.2,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.5,0.5,348.6,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.4,0.6,337.9,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.333333,0.666667,340.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.3,0.7,327.4,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,didodecyl(dimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,0.3333,0.6667,253.15,No,10.1021/acssuschemeng.0c00559,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],370.15,Cc1ccc(C(C)C)c(O)c1,323.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,(E)-3-phenylprop-2-enoic acid,0.5,0.5,366.15,No,10.1039/C1RA00630D,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)/C=C/c1ccccc1,406.1
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-tricarboxylic acid",0.7,0.3,363.15,No,10.1021/ja048266j,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(CC(=O)O)C(=O)O,433.16
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-tricarboxylic acid",0.5,0.5,363.15,No,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(CC(=O)O)C(=O)O,433.16
2,3,tetrabutylazanium;bromide,2-[bis(2-hydroxyethyl)amino]ethanol,0.25,0.75,196.57,No,10.1016/j.ijggc.2016.02.006,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,OCCN(CCO)CCO,294.65
2,3,tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.285714,0.714286,261.15,No,10.1016/j.molliq.2014.08.004,CCC[N+](CCC)(CCC)CCC.[Br-],583,OCCOCCOCCO,263.8
2,3,tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,253.95,No,10.1016/j.molliq.2014.08.004,CCC[N+](CCC)(CCC)CCC.[Br-],583,OCCOCCOCCO,263.8
2,3,tetrapropylazanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,263.55,No,10.1016/j.molliq.2014.08.004,CCC[N+](CCC)(CCC)CCC.[Br-],583,OCCOCCOCCO,263.8
2,3,tetrabutylazanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.8,0.2,263.54,No,10.1021/je5002126,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,OCCOCCOCCO,263.8
2,3,tetrabutylazanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.75,0.25,260.46,No,10.1021/je5002126,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,OCCOCCOCCO,263.8
2,3,tetrabutylazanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.666667,0.333333,275.57,No,10.1021/je5002126,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,OCCOCCOCCO,263.8
2,3,tetrabutylazanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.5,0.5,290.28,No,10.1021/je5002126,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,OCCOCCOCCO,263.8
2,3,triphenyl(prop-2-enyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.0909,0.9091,253.63,No,10.1016/j.molliq.2021.115838,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],482.15,OCCOCCOCCO,263.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,273.65,No,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],578.15,OCCOCCOCCO,263.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.2,0.8,263.96,No,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],578.15,OCCOCCOCCO,263.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.167,0.833,260.46,No,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],578.15,OCCOCCOCCO,263.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.143,0.857,258.77,No,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],578.15,OCCOCCOCCO,263.8
2,3,methyl(triphenyl)phosphanium;bromide,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,0.25,0.75,264.9,No,10.1016/j.molliq.2021.115838,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,OCCOCCOCCO,263.8
