Number of components,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Phase diagram (Yes/No),Reference (DOI),Smiles#1,T#1,Smiles#2,T#2
2,3,tetraethylazanium;chloride,hexadecanoic acid,0.4,0.6,319.93,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCC(=O)O,336.8
2,3,tetraethylazanium;chloride,hexadecanoic acid,0.288,0.712,316.02,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCC(=O)O,336.8
2,3,tetraethylazanium;chloride,hexadecanoic acid,0.218,0.782,326.417,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCC(=O)O,336.8
2,3,tetraethylazanium;chloride,hexadecanoic acid,0.068,0.932,333.396,Yes,10.1002/aic.17408,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCC(=O)O,336.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.893,0.107,537.55,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.794,0.206,461.02,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.695,0.305,407.92,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.597,0.403,339.62,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.504,0.496,321.18,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.5,0.5,314.16,No,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.407,0.593,352.08,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.302,0.698,371.52,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.207,0.793,387.82,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,0.101,0.899,425.82,Yes,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,CC(=O)Nc1ccc(O)cc1,443
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.454,0.546,335.2,No,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],578.15,Oc1ccccc1,314.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.4,0.6,294.2,No,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],578.15,Oc1ccccc1,314.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.25,0.75,253.1,No,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],578.15,Oc1ccccc1,314.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.2,0.8,260.2,No,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],578.15,Oc1ccccc1,314.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.167,0.833,255.6,No,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],578.15,Oc1ccccc1,314.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.119,0.881,279.3,No,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],578.15,Oc1ccccc1,314.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,0.1,0.9,297.5,No,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],578.15,Oc1ccccc1,314.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.552,0.448,361.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)Cc1ccccc1,349.6
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.5,0.5,298.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)Cc1ccccc1,349.6
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.37,0.63,291.6589,No,10.1016/j.gee.2020.11.020,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)Cc1ccccc1,349.6
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.331,0.669,298.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)Cc1ccccc1,349.6
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.302,0.698,310.483,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)Cc1ccccc1,349.6
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.252,0.748,325.483,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)Cc1ccccc1,349.6
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,0.199,0.801,340.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)Cc1ccccc1,349.6
2,3,didodecyl(dimethyl)azanium;chloride,2-phenylacetic acid,0.3333,0.6667,266.15,No,10.1021/acssuschemeng.0c00559,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],370.15,O=C(O)Cc1ccccc1,349.6
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.45,0.55,342.483,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCc1ccccc1,321.1
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.4,0.6,316.817,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCc1ccccc1,321.1
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.331,0.669,295.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCc1ccccc1,321.1
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.33,0.67,293.9791,No,10.1016/j.gee.2020.11.020,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCc1ccccc1,321.1
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.302,0.698,296.817,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCc1ccccc1,321.1
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.25,0.75,304.483,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCc1ccccc1,321.1
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,0.199,0.801,310.15,Yes,10.1016/j.gee.2019.03.002,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CCc1ccccc1,321.1
2,3,tetraethylazanium;bromide,heptanedioic acid,0.56,0.44,328.1,No,10.1016/j.gee.2020.11.020,CC[N+](CC)(CC)CC.[Br-],633,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrapropylazanium;bromide,heptanedioic acid,0.55,0.45,309.6,No,10.1021/acs.jpcb.0c01680,CCC[N+](CCC)(CCC)CCC.[Br-],583,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.89,0.11,370.69,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.78,0.22,355.172,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.71,0.29,347.701,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.388,0.612,338.506,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.28,0.72,359.195,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.173,0.827,370.69,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrapentylazanium;bromide,heptanedioic acid,0.091,0.909,375.862,Yes,10.1016/j.molliq.2019.112155,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],375.9,O=C(O)CCCCCC(=O)O,368.2
2,3,tetrabutylazanium;bromide,propanoic acid,0.5,0.5,254.01,No,10.1021/acs.energyfuels.6b00471,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,CCC(=O)O,252.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.905,0.095,355.902,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.803,0.197,350.927,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.753,0.247,342.637,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.672,0.328,336.834,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.505,0.495,279.632,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.338,0.662,291.238,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.258,0.742,302.845,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.204,0.796,316.109,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",0.102,0.898,340.979,Yes,10.1016/j.fluid.2017.05.009,C[N+](C)(C)CCO.[Cl-],578.15,Oc1cccc(O)c1,382.5
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.896,0.104,550.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.794,0.206,505.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.697,0.303,438.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.592,0.408,393.6,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.5,0.5,341.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.496,0.504,340.6,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.403,0.597,352.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.295,0.705,366.8,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.211,0.789,385.4,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,0.113,0.887,406.9,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)c1ccccc1O,432.15
2,3,tetramethylazanium;chloride,octadecanoic acid,0.899,0.101,574.55,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetramethylazanium;chloride,octadecanoic acid,0.799,0.201,513.15,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetramethylazanium;chloride,octadecanoic acid,0.701,0.299,461.55,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetramethylazanium;chloride,octadecanoic acid,0.577,0.423,415.95,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetramethylazanium;chloride,octadecanoic acid,0.486,0.514,378.15,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetramethylazanium;chloride,octadecanoic acid,0.376,0.624,337.95,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetramethylazanium;chloride,octadecanoic acid,0.314,0.686,339.45,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetramethylazanium;chloride,octadecanoic acid,0.195,0.805,342.65,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetramethylazanium;chloride,octadecanoic acid,0.102,0.898,343.25,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.911,0.089,493.55,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.794,0.206,447.45,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.701,0.299,411.75,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.594,0.406,373.35,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.505,0.495,349.85,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.412,0.588,321.65,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.309,0.691,332.78,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.288,0.712,333.35,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.226,0.774,338.21,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.189,0.811,339.45,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.117,0.883,342.25,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetraethylazanium;chloride,octadecanoic acid,0.103,0.897,342.52,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.868,0.132,473.35,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.778,0.222,458.55,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.701,0.299,424.75,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.593,0.407,392.85,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.501,0.499,337.22,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.446,0.554,329.18,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.4,0.6,327.92,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.398,0.602,327.25,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.307,0.693,332.15,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.299,0.701,332.47,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.202,0.798,339.86,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.201,0.799,339.05,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.11,0.89,342.43,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrapropylazanium;chloride,octadecanoic acid,0.1,0.9,340.25,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.898,0.102,337.4,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.8,0.2,333.7,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.682,0.318,328.2,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.596,0.404,325,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.493,0.507,322.9,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.386,0.614,327.4,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.304,0.696,332.7,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.2,0.8,335.6,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,tetrabutylazanium;chloride,octadecanoic acid,0.099,0.901,339.9,Yes,10.1021/acs.jpcb.0c02386,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.896,0.104,543.68,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.844,0.156,523.92,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.787,0.213,493.68,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.746,0.254,483.82,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.695,0.305,463.58,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.65,0.35,443.85,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.596,0.404,433.78,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.554,0.446,408.6,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.505,0.495,388.62,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,0.452,0.548,355.52,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCCCCCCCCCC(=O)O,343.67
