Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),Type I,Type II,Type III,Type IV,Type V,Type IL,"Melting temperature of component#1, K",Reference(DOI)#1,"Melting temperature of component#2, K",Reference(DOI)#2,"Molecular weight, g/mol",Number of hydrogen bond donors,Number of aliphatic carboxylic acids,Number of aromatic carboxylic acide,Number of aromatic nitrogens,Number of aromatic hydroxyl groups,Number of Tertiary amines,Number of Secondary amines,Number of amides,Number of aromatic rings,Chemical toxicity evaluation,Number of heavy atoms,train/test,"Tmelt, K",Reference (DOI),"Tmelt_prediction, K"
tetrapropylazanium;chloride,dodecanoic acid,0.7953,0.2047,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,160.384032,1,0.342,0,0,0,0.658,0,0,0,1,0,train,423.45,10.1002/aic.17409,420.3085572
tetrapropylazanium;chloride,dodecanoic acid,0.7128,0.2872,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,166.271544,1,0.439,0,0,0,0.561,0,0,0,1,0,train,373.75,10.1002/aic.17410,373.0678709
tetrapropylazanium;chloride,dodecanoic acid,0.6047,0.3953,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,170.156088,1,0.503,0,0,0,0.497,0,0,0,1,0,train,343.85,10.1002/aic.17411,341.1207901
tetrapropylazanium;chloride,dodecanoic acid,0.5047,0.4953,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,173.251584,1,0.554,0,0,0,0.446,0,0,0,1,0,train,324.2,10.1002/aic.17412,335.2492429
tetrapropylazanium;chloride,dodecanoic acid,0.4488,0.5512,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,175.375944,1,0.589,0,0,0,0.411,0,0,0,1,0,train,316.05,10.1002/aic.17413,325.352381
tetrapropylazanium;chloride,dodecanoic acid,0.4023,0.5977,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,179.38188,1,0.655,0,0,0,0.345,0,0,0,1,0,train,313.2,10.1002/aic.17414,319.1511262
tetrapropylazanium;chloride,dodecanoic acid,0.3663,0.6337,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,182.295288,1,0.703,0,0,0,0.297,0,0,0,1,0,train,313.38,10.1002/aic.17415,309.1596525
tetrapropylazanium;chloride,dodecanoic acid,0.2988,0.7012,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,188.304192,1,0.802,0,0,0,0.198,0,0,0,1,0,train,315.88,10.1002/aic.17416,320.515893
tetrapropylazanium;chloride,dodecanoic acid,0.2012,0.7988,0,0,1,0,0,0,578.15,10.1016/j.gee.2020.11.020,317.5,10.1016/j.gee.2020.11.020,194.2524,1,0.9,0,0,0,0.1,0,0,0,1,0,train,316.48,10.1002/aic.17417,327.5944469
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.901,0.099,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,305.637746,0.099,0.099,0,1.802,0,1.802,0,0,0.901,2.703,0,train,384.058,10.1016/j.electacta.2021.138189,379.5549204
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.788,0.212,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,281.868648,0.212,0.212,0,1.576,0,1.576,0,0,0.788,2.364,0,train,375.362,10.1016/j.electacta.2021.138189,374.5744048
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.705,0.295,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,264.40993,0.295,0.295,0,1.41,0,1.41,0,0,0.705,2.115,0,train,357.971,10.1016/j.electacta.2021.138189,355.2350168
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.596,0.404,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,241.482216,0.404,0.404,0,1.192,0,1.192,0,0,0.596,1.788,0,train,344.928,10.1016/j.electacta.2021.138189,341.765869
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.494,0.506,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,220.026924,0.506,0.506,0,0.988,0,0.988,0,0,0.494,1.482,0,train,323.188,10.1016/j.electacta.2021.138189,311.7954951
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.397,0.603,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,199.623362,0.603,0.603,0,0.794,0,0.794,0,0,0.397,1.191,0,train,300,10.1016/j.electacta.2021.138189,303.9955176
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.301,0.699,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,179.430146,0.699,0.699,0,0.602,0,0.602,0,0,0.301,0.903,0,train,279.71,10.1016/j.electacta.2021.138189,295.0909207
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.186,0.814,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,155.240356,0.814,0.814,0,0.372,0,0.372,0,0,0.186,0.558,0,train,246.377,10.1016/j.electacta.2021.138189,268.168508
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.103,0.897,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,137.781638,0.897,0.897,0,0.206,0,0.206,0,0,0.103,0.309,0,train,275.362,10.1016/j.electacta.2021.138189,266.3824727
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,0.048,0.952,0,0,1,0,0,0,393.75,KNN,306.16,10.1016/0040-6031(91)87098-H,126.212608,0.952,0.952,0,0.096,0,0.096,0,0,0.048,0.144,0,train,282.609,10.1016/j.electacta.2021.138189,272.86828
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.333333,0.666667,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,306.16,10.1016/0040-6031(91)87098-H,123.9526588,1,0.666667,0,0,0,0.333333,0,0,0,0.333333,0,train,278.15,10.1016/j.chroma.2017.09.044,285.8602823
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.25,0.75,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,306.16,10.1016/0040-6031(91)87098-H,121.9935,1,0.75,0,0,0,0.25,0,0,0,0.25,0,train,262,10.1016/j.jct.2015.04.021,282.2165792
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.2,0.8,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,306.16,10.1016/0040-6031(91)87098-H,120.818,1,0.8,0,0,0,0.2,0,0,0,0.2,0,train,263,10.1016/j.jct.2015.04.021,283.2607593
2-hydroxyethyl(trimethyl)azanium;chloride,4-oxopentanoic acid,0.166667,0.833333,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,306.16,10.1016/0040-6031(91)87098-H,120.0343412,1,0.833333,0,0,0,0.166667,0,0,0,0.166667,0,train,263.2,10.1016/j.jct.2015.04.021,285.3370127
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.95,0.05,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,139.34905,1.1,0.1,0,0,0,0.95,0,0,0,0.95,0,train,570.35,10.1021/acs.iecr.8b01249,539.6606347
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.9,0.1,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,139.0721,1.2,0.2,0,0,0,0.9,0,0,0,0.9,0,train,538.38,10.1021/acs.iecr.8b01249,538.7118325
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.849,0.151,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,138.789611,1.302,0.302,0,0,0,0.849,0,0,0,0.849,0,train,505.68,10.1021/acs.iecr.8b01249,500.8889842
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.799,0.201,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,138.512661,1.402,0.402,0,0,0,0.799,0,0,0,0.799,0,train,474.48,10.1021/acs.iecr.8b01249,472.1169976
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.749,0.251,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,138.235711,1.502,0.502,0,0,0,0.749,0,0,0,0.749,0,train,441.62,10.1021/acs.iecr.8b01249,436.0481982
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.7,0.3,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,137.9643,1.6,0.6,0,0,0,0.7,0,0,0,0.7,0,train,417.18,10.1021/acs.iecr.8b01249,418.6564322
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.6,0.4,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,137.4104,1.8,0.8,0,0,0,0.6,0,0,0,0.6,0,train,358.52,10.1021/acs.iecr.8b01249,375.9710173
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.55,0.45,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,137.13345,1.9,0.9,0,0,0,0.55,0,0,0,0.55,0,train,334.55,10.1021/acs.iecr.8b01249,346.0546917
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.5,0.5,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,136.8565,2,1,0,0,0,0.5,0,0,0,0.5,0,train,338.42,10.1021/acs.iecr.8b01249,330.6302828
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.451,0.549,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,136.585089,2.098,1.098,0,0,0,0.451,0,0,0,0.451,0,train,345.92,10.1021/acs.iecr.8b01249,339.585027
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.399,0.601,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,136.297061,2.202,1.202,0,0,0,0.399,0,0,0,0.399,0,train,358.68,10.1021/acs.iecr.8b01249,346.2624134
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.351,0.649,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,136.031189,2.298,1.298,0,0,0,0.351,0,0,0,0.351,0,train,364.75,10.1021/acs.iecr.8b01249,349.3013772
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.301,0.699,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,135.754239,2.398,1.398,0,0,0,0.301,0,0,0,0.301,0,train,371.42,10.1021/acs.iecr.8b01249,346.5079131
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.249,0.751,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,135.466211,2.502,1.502,0,0,0,0.249,0,0,0,0.249,0,train,376.42,10.1021/acs.iecr.8b01249,355.3213267
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.2,0.8,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,135.1948,2.6,1.6,0,0,0,0.2,0,0,0,0.2,0,train,383.62,10.1021/acs.iecr.8b01249,379.6754311
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.15,0.85,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,134.91785,2.7,1.7,0,0,0,0.15,0,0,0,0.15,0,train,387.88,10.1021/acs.iecr.8b01249,381.0263195
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.101,0.899,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,134.646439,2.798,1.798,0,0,0,0.101,0,0,0,0.101,0,train,391.75,10.1021/acs.iecr.8b01249,403.9352501
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,0.056,0.944,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,404.3,10.1016/j.gee.2020.11.020,134.397184,2.888,1.888,0,0,0,0.056,0,0,0,0.056,0,train,395.18,10.1021/acs.iecr.8b01249,403.9352501
tetrabutylazanium;bromide,propanedioic acid,0.5,0.5,0,0,1,0,0,0,390.8,10.1016/j.gee.2020.11.020,407.46,10.1021/jp0376166,213.218,1,1,0,0,0,0.5,0,0,0,1,0,train,255.17,10.1002/aic.17408,309.3910317
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.6,0.4,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,407.46,10.1021/jp0376166,125.4,1.4,0.8,0,0,0,0.6,0,0,0,1,0,test,315.432,10.1016/j.gee.2019.03.002,375.6935854
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.55,0.45,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,407.46,10.1021/jp0376166,123.62175,1.45,0.9,0,0,0,0.55,0,0,0,1,0,test,298.653,10.1016/j.gee.2019.03.002,340.7781527
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.5,0.5,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,407.46,10.1021/jp0376166,121.8435,1.5,1,0,0,0,0.5,0,0,0,1,0,test,283.15,10.1016/j.gee.2019.03.002,330.5376515
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.48,0.52,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,407.46,10.1021/jp0376166,121.1322,1.52,01.04,0,0,0,0.48,0,0,0,1,0,test,285.15,10.1016/j.fluid.2019.06.005,337.2133806
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.451,0.549,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,407.46,10.1021/jp0376166,120.100815,1.549,1.098,0,0,0,0.451,0,0,0,1,0,test,297.982,10.1016/j.gee.2019.03.002,337.2133806
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.399,0.601,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,407.46,10.1021/jp0376166,118.251435,1.601,1.202,0,0,0,0.399,0,0,0,1,0,test,310.734,10.1016/j.gee.2019.03.002,331.3884153
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.349,0.651,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,407.46,10.1021/jp0376166,116.473185,1.651,1.302,0,0,0,0.349,0,0,0,1,0,test,324.157,10.1016/j.gee.2019.03.002,336.5228359
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,0.296,0.704,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,407.46,10.1021/jp0376166,114.58824,1.704,1.408,0,0,0,0.296,0,0,0,1,0,test,330.868,10.1016/j.gee.2019.03.002,333.9422943
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.904,0.096,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,137.945424,1.288,0,0,0,0,0.904,0,0,0,0.904,0,test,544.843,10.1021/acssuschemeng.0c05518,535.2719322
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.798,0.202,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,136.089788,1.606,0,0,0,0,0.798,0,0,0,0.798,0,test,494.619,10.1021/acssuschemeng.0c05518,458.9369955
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.748,0.252,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,135.214488,1.756,0,0,0,0,0.748,0,0,0,0.748,0,test,477.354,10.1021/acssuschemeng.0c05518,422.0339773
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.7,0.3,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,134.3742,1.9,0,0,0,0,0.7,0,0,0,0.7,0,test,453.812,10.1021/acssuschemeng.0c05518,415.5446597
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.688,0.312,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,134.164128,1.936,0,0,0,0,0.688,0,0,0,0.688,0,test,442.825,10.1021/acssuschemeng.0c05518,396.9405676
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.666,0.334,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,133.778996,2.002,0,0,0,0,0.666,0,0,0,0.666,0,test,419.283,10.1021/acssuschemeng.0c05518,380.4531788
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.59,0.41,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,132.44854,2.23,0,0,0,0,0.59,0,0,0,0.59,0,test,359.641,10.1021/acssuschemeng.0c05518,329.8921271
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.539,0.461,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,131.555734,2.383,0,0,0,0,0.539,0,0,0,0.539,0,test,351.794,10.1021/acssuschemeng.0c05518,339.8213792
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.502,0.498,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,130.908012,2.494,0,0,0,0,0.502,0,0,0,0.502,0,test,321.973,10.1021/acssuschemeng.0c05518,329.4234601
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.451,0.549,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,130.015206,2.647,0,0,0,0,0.451,0,0,0,0.451,0,test,328.251,10.1021/acssuschemeng.0c05518,333.0310129
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.394,0.606,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,129.017364,2.818,0,0,0,0,0.394,0,0,0,0.394,0,test,342.377,10.1021/acssuschemeng.0c05518,339.0383293
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.35,0.65,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,128.2471,2.95,0,0,0,0,0.35,0,0,0,0.35,0,test,353.363,10.1021/acssuschemeng.0c05518,340.4500021
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.303,0.697,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,127.424318,3.091,0,0,0,0,0.303,0,0,0,0.303,0,test,361.211,10.1021/acssuschemeng.0c05518,339.8957579
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.252,0.748,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,126.531512,3.244,0,0,0,0,0.252,0,0,0,0.252,0,test,375.336,10.1021/acssuschemeng.0c05518,341.4187721
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.199,0.801,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,125.603694,3.403,0,0,0,0,0.199,0,0,0,0.199,0,test,381.614,10.1021/acssuschemeng.0c05518,355.0882915
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",0.099,0.901,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,394.7,10.1016/j.gee.2020.11.020,123.853094,3.703,0,0,0,0,0.099,0,0,0,0.099,0,test,389.462,10.1021/acssuschemeng.0c05518,374.3724817
ethanamine;hydrochloride,methylurea,0.4,0.6,0,0,1,0,0,0,380.65,10.1021/jp2010138,373.8,10.1016/0021-9614(87)90038-3,77.0682,1.6,0,0,0,0,0,0.6,1.2,0,0,0,train,302.15,10.1016/j.molliq.2021.117021,297.4637436
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.166667,0.833333,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,283.55,10.1093/nar/gkab1062,74.17435951,1.833333,0,0,0,0,0.166667,0,0,0,0.166667,0,train,276.95,10.1016/j.fluid.2017.03.008,255.1058852
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.142857,0.857143,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,283.55,10.1093/nar/gkab1062,72.30427449,1.857143,0,0,0,0,0.142857,0,0,0,0.142857,0,train,276.84,10.1016/j.fluid.2017.03.008,255.1058852
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.125,0.875,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,283.55,10.1093/nar/gkab1062,70.90175,1.875,0,0,0,0,0.125,0,0,0,0.125,0,train,276.69,10.1016/j.fluid.2017.03.008,255.1058852
2-hydroxyethyl(trimethyl)azanium;chloride,2-aminoethanol,0.111111,0.888889,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,283.55,10.1093/nar/gkab1062,69.81088016,1.888889,0,0,0,0,0.111111,0,0,0,0.111111,0,train,278.23,10.1016/j.fluid.2017.03.008,256.7933848
methyl(triphenyl)phosphanium;bromide,2-aminoethanol,0.142857,0.857143,0,0,1,0,0,0,504.15,10.1021/je100104v,283.55,10.1093/nar/gkab1062,103.390672,1.714286,0,0,0,0,0,0,0,0.428571,0.142857,0,train,187.76,10.1016/j.ijggc.2016.02.006,233.0141563
methyl(triphenyl)phosphanium;bromide,2-aminoethanol,0.125,0.875,0,0,1,0,0,0,504.15,10.1021/je100104v,283.55,10.1093/nar/gkab1062,98.102375,1.75,0,0,0,0,0,0,0,0.375,0.125,0,train,190.7,10.1016/j.ijggc.2016.02.006,235.2856984
methyl(triphenyl)phosphanium;bromide,2-aminoethanol,0.111111,0.888889,0,0,1,0,0,0,504.15,10.1021/je100104v,283.55,10.1093/nar/gkab1062,93.98918932,1.777778,0,0,0,0,0,0,0,0.333333,0.111111,0,train,272.72,10.1016/j.ijggc.2016.02.006,236.7514449
tetrabutylazanium;bromide,2-aminoethanol,0.25,0.75,0,0,1,0,0,0,390.8,10.1016/j.gee.2020.11.020,283.55,10.1093/nar/gkab1062,126.40675,1.5,0,0,0,0,0.25,0,0,0,0.25,0,test,265.15,10.1016/j.fluid.2017.03.008,242.4453737
tetrabutylazanium;bromide,2-aminoethanol,0.2,0.8,0,0,1,0,0,0,390.8,10.1016/j.gee.2020.11.020,283.55,10.1093/nar/gkab1062,113.3422,1.6,0,0,0,0,0.2,0,0,0,0.2,0,test,255.45,10.1016/j.fluid.2017.03.008,244.7909369
tetrabutylazanium;bromide,2-aminoethanol,0.166667,0.833333,0,0,1,0,0,0,390.8,10.1016/j.gee.2020.11.020,283.55,10.1093/nar/gkab1062,104.6325871,1.666666,0,0,0,0,0.166667,0,0,0,0.166667,0,test,257.6,10.1016/j.fluid.2017.03.008,253.0273144
tetrabutylazanium;bromide,2-aminoethanol,0.142857,0.857143,0,0,1,0,0,0,390.8,10.1016/j.gee.2020.11.020,283.55,10.1093/nar/gkab1062,98.41124839,1.714286,0,0,0,0,0.142857,0,0,0,0.142857,0,test,273.58,10.1016/j.ijggc.2016.02.006,253.0273144
tetramethylazanium;chloride,tetradecanoic acid,0.903,0.097,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,121.121272,0.097,0.097,0,0,0,0.903,0,0,0,1,0,train,573.65,10.1016/j.fluid.2017.04.007,560.7176969
tetramethylazanium;chloride,tetradecanoic acid,0.801,0.199,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,133.236424,0.199,0.199,0,0,0,0.801,0,0,0,1,0,train,537.55,10.1016/j.fluid.2017.04.007,515.2436078
tetramethylazanium;chloride,tetradecanoic acid,0.696,0.304,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,145.707904,0.304,0.304,0,0,0,0.696,0,0,0,1,0,train,503.85,10.1016/j.fluid.2017.04.007,472.8315458
tetramethylazanium;chloride,tetradecanoic acid,0.603,0.397,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,156.754072,0.397,0.397,0,0,0,0.603,0,0,0,1,0,train,459.25,10.1016/j.fluid.2017.04.007,430.6357975
