Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),Type I,Type II,Type III,Type IV,Type V,Type IL,"Melting temperature of component#1, K",Reference(DOI)#1,"Melting temperature of component#2, K",Reference(DOI)#2,"Molecular weight, g/mol",Number of hydrogen bond donors,Number of aliphatic carboxylic acids,Number of aromatic carboxylic acide,Number of aromatic nitrogens,Number of aromatic hydroxyl groups,Number of Tertiary amines,Number of Secondary amines,Number of amides,Number of aromatic rings,Chemical toxicity evaluation,Number of heavy atoms,train/test,"Tmelt, K",Reference (DOI),"Tmelt_prediction, K"
tetramethylazanium;chloride,tetradecanoic acid,0.504,0.496,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,168.512896,0.496,0.496,0,0,0,0.504,0,0,0,1,0,train,415.05,10.1016/j.fluid.2017.04.007,371.3722029
tetramethylazanium;chloride,tetradecanoic acid,0.398,0.602,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,181.103152,0.602,0.602,0,0,0,0.398,0,0,0,1,0,train,360.25,10.1016/j.fluid.2017.04.007,332.9760871
tetramethylazanium;chloride,tetradecanoic acid,0.315,0.685,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,190.96156,0.685,0.685,0,0,0,0.315,0,0,0,1,0,train,321.25,10.1016/j.fluid.2017.04.007,324.587033
tetramethylazanium;chloride,tetradecanoic acid,0.303,0.697,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,192.386872,0.697,0.697,0,0,0,0.303,0,0,0,1,0,train,322.28,10.1016/j.fluid.2017.04.007,323.2159743
tetramethylazanium;chloride,tetradecanoic acid,0.253,0.747,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,198.325672,0.747,0.747,0,0,0,0.253,0,0,0,1,0,train,319.65,10.1016/j.fluid.2017.04.007,325.1715333
tetramethylazanium;chloride,tetradecanoic acid,0.214,0.786,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,202.957936,0.786,0.786,0,0,0,0.214,0,0,0,1,0,train,317.45,10.1016/j.fluid.2017.04.007,327.0122827
tetramethylazanium;chloride,tetradecanoic acid,0.205,0.795,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,204.02692,0.795,0.795,0,0,0,0.205,0,0,0,1,0,train,318.4,10.1016/j.fluid.2017.04.007,327.9305077
tetramethylazanium;chloride,tetradecanoic acid,0.12,0.88,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,214.12288,0.88,0.88,0,0,0,0.12,0,0,0,1,0,train,323.85,10.1016/j.fluid.2017.04.007,329.6402079
tetramethylazanium;chloride,tetradecanoic acid,0.099,0.901,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,216.617176,0.901,0.901,0,0,0,0.099,0,0,0,1,0,train,327.5,10.1016/j.fluid.2017.04.007,329.5888492
tetraethylazanium;chloride,tetradecanoic acid,0.9,0.1,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,171.9748,0.1,0.1,0,0,0,0.9,0,0,0,1,0,train,488.45,10.1016/j.fluid.2017.04.007,500.1830185
tetraethylazanium;chloride,tetradecanoic acid,0.802,0.198,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,178.116264,0.198,0.198,0,0,0,0.802,0,0,0,1,0,train,463.65,10.1016/j.fluid.2017.04.007,468.7127944
tetraethylazanium;chloride,tetradecanoic acid,0.684,0.316,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,185.511088,0.316,0.316,0,0,0,0.684,0,0,0,1,0,train,433.45,10.1016/j.fluid.2017.04.007,403.642317
tetraethylazanium;chloride,tetradecanoic acid,0.593,0.407,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,191.213876,0.407,0.407,0,0,0,0.593,0,0,0,1,0,train,392.65,10.1016/j.fluid.2017.04.007,380.3104277
tetraethylazanium;chloride,tetradecanoic acid,0.511,0.489,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,196.352652,0.489,0.489,0,0,0,0.511,0,0,0,1,0,train,361.95,10.1016/j.fluid.2017.04.007,372.859838
tetraethylazanium;chloride,tetradecanoic acid,0.464,0.536,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,199.298048,0.536,0.536,0,0,0,0.464,0,0,0,1,0,train,341.4,10.1016/j.fluid.2017.04.007,345.4763013
tetraethylazanium;chloride,tetradecanoic acid,0.404,0.596,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,203.058128,0.596,0.596,0,0,0,0.404,0,0,0,1,0,train,335.02,10.1016/j.fluid.2017.04.007,329.6867737
tetraethylazanium;chloride,tetradecanoic acid,0.4,0.6,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,203.3088,0.6,0.6,0,0,0,0.4,0,0,0,1,0,train,336.52,10.1016/j.fluid.2017.04.007,324.7202209
tetraethylazanium;chloride,tetradecanoic acid,0.39,0.61,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,203.93548,0.61,0.61,0,0,0,0.39,0,0,0,1,0,train,336.25,10.1016/j.fluid.2017.04.007,324.8638305
tetraethylazanium;chloride,tetradecanoic acid,0.301,0.699,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,209.512932,0.699,0.699,0,0,0,0.301,0,0,0,1,0,train,311.71,10.1016/j.fluid.2017.04.007,319.9990712
tetraethylazanium;chloride,tetradecanoic acid,0.298,0.702,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,209.700936,0.702,0.702,0,0,0,0.298,0,0,0,1,0,train,312.25,10.1016/j.fluid.2017.04.007,319.6096702
tetraethylazanium;chloride,tetradecanoic acid,0.206,0.794,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,215.466392,0.794,0.794,0,0,0,0.206,0,0,0,1,0,train,321.06,10.1016/j.fluid.2017.04.007,322.3686445
tetraethylazanium;chloride,tetradecanoic acid,0.188,0.812,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,216.594416,0.812,0.812,0,0,0,0.188,0,0,0,1,0,train,320.35,10.1016/j.fluid.2017.04.007,322.0392672
tetraethylazanium;chloride,tetradecanoic acid,0.106,0.894,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,221.733192,0.894,0.894,0,0,0,0.106,0,0,0,1,0,train,324.35,10.1016/j.fluid.2017.04.007,326.4203125
tetraethylazanium;chloride,tetradecanoic acid,0.104,0.896,0,0,1,0,0,0,633.15,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,221.858528,0.896,0.896,0,0,0,0.104,0,0,0,1,0,train,324.97,10.1016/j.fluid.2017.04.007,325.5531655
tetrapropylazanium;chloride,tetradecanoic acid,0.9,0.1,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,222.472,0.1,0.1,0,0,0,0.9,0,0,0,1,0,test,473.35,10.1016/j.fluid.2017.04.007,438.171208
tetrapropylazanium;chloride,tetradecanoic acid,0.8,0.2,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,223.128,0.2,0.2,0,0,0,0.8,0,0,0,1,0,test,439.35,10.1016/j.fluid.2017.04.007,423.3266402
tetrapropylazanium;chloride,tetradecanoic acid,0.7,0.3,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,223.784,0.3,0.3,0,0,0,0.7,0,0,0,1,0,test,398.05,10.1016/j.fluid.2017.04.007,387.0958674
tetrapropylazanium;chloride,tetradecanoic acid,0.6,0.4,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,224.44,0.4,0.4,0,0,0,0.6,0,0,0,1,0,test,353.75,10.1016/j.fluid.2017.04.007,372.0138366
tetrapropylazanium;chloride,tetradecanoic acid,0.5,0.5,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,225.096,0.5,0.5,0,0,0,0.5,0,0,0,1,0,test,315.25,10.1016/j.fluid.2017.04.007,338.2650531
tetrapropylazanium;chloride,tetradecanoic acid,0.45,0.55,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,225.424,0.55,0.55,0,0,0,0.45,0,0,0,1,0,test,307.62,10.1016/j.fluid.2017.04.007,323.8602611
tetrapropylazanium;chloride,tetradecanoic acid,0.4,0.6,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,225.752,0.6,0.6,0,0,0,0.4,0,0,0,1,0,test,305.68,10.1016/j.fluid.2017.04.007,313.8657572
tetrapropylazanium;chloride,tetradecanoic acid,0.35,0.65,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,226.08,0.65,0.65,0,0,0,0.35,0,0,0,1,0,test,308.55,10.1016/j.fluid.2017.04.007,310.0895221
tetrapropylazanium;chloride,tetradecanoic acid,0.3,0.7,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,226.408,0.7,0.7,0,0,0,0.3,0,0,0,1,0,test,311.35,10.1016/j.fluid.2017.04.007,313.6079637
tetrapropylazanium;chloride,tetradecanoic acid,0.292,0.708,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,226.46048,0.708,0.708,0,0,0,0.292,0,0,0,1,0,test,313.15,10.1016/j.fluid.2017.04.007,314.814169
tetrapropylazanium;chloride,tetradecanoic acid,0.2,0.8,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,227.064,0.8,0.8,0,0,0,0.2,0,0,0,1,0,test,323.45,10.1016/j.fluid.2017.04.007,321.4748531
tetrapropylazanium;chloride,tetradecanoic acid,0.197,0.803,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,227.08368,0.803,0.803,0,0,0,0.197,0,0,0,1,0,test,322.45,10.1016/j.fluid.2017.04.007,321.933604
tetrapropylazanium;chloride,tetradecanoic acid,0.1,0.9,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,227.72,0.9,0.9,0,0,0,0.1,0,0,0,1,0,test,326.35,10.1016/j.fluid.2017.04.007,323.1393923
tetrapropylazanium;chloride,tetradecanoic acid,0.099,0.901,0,0,1,0,0,0,502.4,10.1016/j.gee.2020.11.020,327,10.1016/j.gee.2020.11.020,227.72656,0.901,0.901,0,0,0,0.099,0,0,0,1,0,test,326.62,10.1016/j.fluid.2017.04.007,322.7132538
tetrabutylazanium;chloride,tetradecanoic acid,0.897,0.103,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,272.820556,0.103,0.103,0,0,0,0.897,0,0,0,1,0,train,332.6,10.1021/acs.jpcb.0c02386,339.5163222
tetrabutylazanium;chloride,tetradecanoic acid,0.8,0.2,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,268.0144,0.2,0.2,0,0,0,0.8,0,0,0,1,0,train,321.9,10.1021/acs.jpcb.0c02386,323.2142997
tetrabutylazanium;chloride,tetradecanoic acid,0.684,0.316,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,262.266832,0.316,0.316,0,0,0,0.684,0,0,0,1,0,train,308.3,10.1021/acs.jpcb.0c02386,320.3934668
tetrabutylazanium;chloride,tetradecanoic acid,0.587,0.413,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,257.460676,0.413,0.413,0,0,0,0.587,0,0,0,1,0,train,298.5,10.1021/acs.jpcb.0c02386,320.4860087
tetrabutylazanium;chloride,tetradecanoic acid,0.506,0.494,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,253.447288,0.494,0.494,0,0,0,0.506,0,0,0,1,0,train,285.1,10.1021/acs.jpcb.0c02386,312.1019676
tetrabutylazanium;chloride,tetradecanoic acid,0.389,0.611,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,247.650172,0.611,0.611,0,0,0,0.389,0,0,0,1,0,train,297.2,10.1021/acs.jpcb.0c02386,304.0817593
tetrabutylazanium;chloride,tetradecanoic acid,0.307,0.693,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,243.587236,0.693,0.693,0,0,0,0.307,0,0,0,1,0,train,305.2,10.1021/acs.jpcb.0c02386,310.9593277
tetrabutylazanium;chloride,tetradecanoic acid,0.202,0.798,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,238.384696,0.798,0.798,0,0,0,0.202,0,0,0,1,0,train,314.5,10.1021/acs.jpcb.0c02386,317.9449975
tetrabutylazanium;chloride,tetradecanoic acid,0.102,0.898,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,327,10.1016/j.gee.2020.11.020,233.429896,0.898,0.898,0,0,0,0.102,0,0,0,1,0,train,321.9,10.1021/acs.jpcb.0c02386,330.4963652
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.946,0.054,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,144.4185,1,0.054,0,0,0,0.946,0,0,0,1,0,train,562.6,10.1021/acs.iecr.7b02382,538.4539177
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.9,0.1,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,148.501,1,0.1,0,0,0,0.9,0,0,0,1,0,train,536.7,10.1021/acs.iecr.7b02382,538.1532582
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.844,0.156,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,153.471,1,0.156,0,0,0,0.844,0,0,0,1,0,train,504.25,10.1021/acs.iecr.7b02382,513.4583486
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.792,0.208,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,158.086,1,0.208,0,0,0,0.792,0,0,0,1,0,train,475.83,10.1021/acs.iecr.7b02382,481.3048108
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.745,0.255,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,162.25725,1,0.255,0,0,0,0.745,0,0,0,1,0,train,451.33,10.1021/acs.iecr.7b02382,461.4267339
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.706,0.294,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,165.7185,1,0.294,0,0,0,0.706,0,0,0,1,0,train,429.53,10.1021/acs.iecr.7b02382,449.4063813
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.667,0.333,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,169.17975,1,0.333,0,0,0,0.667,0,0,0,1,0,train,413.52,10.1021/acs.iecr.7b02382,385.7148275
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.597,0.403,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,175.39225,1,0.403,0,0,0,0.597,0,0,0,1,0,train,374.53,10.1021/acs.iecr.7b02382,388.7464071
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.579,0.421,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,176.98975,1,0.421,0,0,0,0.579,0,0,0,1,0,train,373.62,10.1021/acs.iecr.7b02382,369.183108
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.502,0.498,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,183.8235,1,0.498,0,0,0,0.502,0,0,0,1,0,train,327.68,10.1021/acs.iecr.7b02382,352.7802807
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.491,0.509,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,184.79975,1,0.509,0,0,0,0.491,0,0,0,1,0,train,323.3,10.1021/acs.iecr.7b02382,342.3978895
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.449,0.551,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,188.52725,1,0.551,0,0,0,0.449,0,0,0,1,0,train,317.03,10.1021/acs.iecr.7b02382,341.0682355
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.446,0.554,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,188.7935,1,0.554,0,0,0,0.446,0,0,0,1,0,train,317.4,10.1021/acs.iecr.7b02382,342.7297794
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.406,0.594,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,192.3435,1,0.594,0,0,0,0.406,0,0,0,1,0,train,325.13,10.1021/acs.iecr.7b02382,332.2043222
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.316,0.684,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,200.331,1,0.684,0,0,0,0.316,0,0,0,1,0,train,325.75,10.1021/acs.iecr.7b02382,326.3496333
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.311,0.689,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,200.77475,1,0.689,0,0,0,0.311,0,0,0,1,0,train,325.95,10.1021/acs.iecr.7b02382,326.2644798
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.215,0.785,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,209.29475,1,0.785,0,0,0,0.215,0,0,0,1,0,train,326.33,10.1021/acs.iecr.7b02382,327.9403758
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.208,0.792,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,209.916,1,0.792,0,0,0,0.208,0,0,0,1,0,train,326.2,10.1021/acs.iecr.7b02382,327.9403758
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.108,0.892,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,218.791,1,0.892,0,0,0,0.108,0,0,0,1,0,train,326.98,10.1021/acs.iecr.7b02382,334.2153123
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,0.101,0.899,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,327,10.1016/j.gee.2020.11.020,219.41225,1,0.899,0,0,0,0.101,0,0,0,1,0,train,326.65,10.1021/acs.iecr.7b02382,334.9467384
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.454,0.546,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,304.18,10.1016/j.gee.2020.11.020,122.434644,1,0,0,0,0.546,0.454,0,0,0.546,0.454,0,train,348.3,10.1021/je300997v,300.3624236
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.399,0.601,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,304.18,10.1016/j.gee.2020.11.020,120.702914,1,0,0,0,0.601,0.399,0,0,0.601,0.399,0,train,321.8,10.1021/je300997v,293.0742371
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.357,0.643,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,304.18,10.1016/j.gee.2020.11.020,119.380502,1,0,0,0,0.643,0.357,0,0,0.643,0.357,0,train,295.3,10.1021/je300997v,290.0717364
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.25,0.75,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,304.18,10.1016/j.gee.2020.11.020,116.0115,1,0,0,0,0.75,0.25,0,0,0.75,0.25,0,train,249.4,10.1021/je300997v,273.2817828
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.203,0.797,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,304.18,10.1016/j.gee.2020.11.020,114.531658,1,0,0,0,0.797,0.203,0,0,0.797,0.203,0,train,250.3,10.1021/je300997v,264.9784886
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.166,0.834,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,304.18,10.1016/j.gee.2020.11.020,113.366676,1,0,0,0,0.834,0.166,0,0,0.834,0.166,0,train,251.4,10.1021/je300997v,276.1242413
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.143,0.857,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,304.18,10.1016/j.gee.2020.11.020,112.642498,1,0,0,0,0.857,0.143,0,0,0.857,0.143,0,train,279.5,10.1021/je300997v,276.1242413
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,0.091,0.909,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,304.18,10.1016/j.gee.2020.11.020,111.005226,1,0,0,0,0.909,0.091,0,0,0.909,0.091,0,train,283,10.1021/je300997v,286.2943727
tetramethylazanium;chloride,octadecan-1-ol,0.702,0.298,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,332.9,10.1016/j.gee.2020.11.020,157.548498,0.298,0,0,0,0,0.702,0,0,0,1,0,train,435.4,10.1021/acs.jpcb.0c02386,446.6392288
tetramethylazanium;chloride,octadecan-1-ol,0.597,0.403,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,332.9,10.1016/j.gee.2020.11.020,174.443103,0.403,0,0,0,0,0.597,0,0,0,1,0,train,394.3,10.1021/acs.jpcb.0c02386,375.7125301
tetramethylazanium;chloride,octadecan-1-ol,0.507,0.493,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,332.9,10.1016/j.gee.2020.11.020,188.924193,0.493,0,0,0,0,0.507,0,0,0,1,0,train,340.7,10.1021/acs.jpcb.0c02386,344.6718156
tetramethylazanium;chloride,octadecan-1-ol,0.409,0.591,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,332.9,10.1016/j.gee.2020.11.020,204.692491,0.591,0,0,0,0,0.409,0,0,0,1,0,train,336.5,10.1021/acs.jpcb.0c02386,317.5111743
tetramethylazanium;chloride,octadecan-1-ol,0.305,0.695,0,0,1,0,0,0,612.87,10.1016/j.gee.2020.11.020,332.9,10.1016/j.gee.2020.11.020,221.426195,0.695,0,0,0,0,0.305,0,0,0,1,0,train,333.5,10.1021/acs.jpcb.0c02386,325.0954915
tetrabutylazanium;chloride,octadecan-1-ol,0.899,0.101,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,277.174277,0.101,0,0,0,0,0.899,0,0,0,1,0,train,336.5,10.1021/acs.jpcb.0c02386,334.9536414
tetrabutylazanium;chloride,octadecan-1-ol,0.8,0.2,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,276.4394,0.2,0,0,0,0,0.8,0,0,0,1,0,train,331.3,10.1021/acs.jpcb.0c02386,315.4517347
tetrabutylazanium;chloride,octadecan-1-ol,0.686,0.314,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,275.593178,0.314,0,0,0,0,0.686,0,0,0,1,0,train,325.8,10.1021/acs.jpcb.0c02386,313.2265755
tetrabutylazanium;chloride,octadecan-1-ol,0.595,0.405,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,274.917685,0.405,0,0,0,0,0.595,0,0,0,1,0,train,321.7,10.1021/acs.jpcb.0c02386,316.882682
tetrabutylazanium;chloride,octadecan-1-ol,0.497,0.503,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,274.190231,0.503,0,0,0,0,0.497,0,0,0,1,0,train,317,10.1021/acs.jpcb.0c02386,297.3090029
tetrabutylazanium;chloride,octadecan-1-ol,0.392,0.608,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,273.410816,0.608,0,0,0,0,0.392,0,0,0,1,0,train,313,10.1021/acs.jpcb.0c02386,292.2419331
tetrabutylazanium;chloride,octadecan-1-ol,0.303,0.697,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,272.750169,0.697,0,0,0,0,0.303,0,0,0,1,0,train,317.9,10.1021/acs.jpcb.0c02386,297.0210737
tetrabutylazanium;chloride,octadecan-1-ol,0.201,0.799,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,271.993023,0.799,0,0,0,0,0.201,0,0,0,1,0,train,324.5,10.1021/acs.jpcb.0c02386,306.3603665
tetrabutylazanium;chloride,octadecan-1-ol,0.101,0.899,0,0,1,0,0,0,344,10.1021/acs.jpcb.0c02386,332.9,10.1016/j.gee.2020.11.020,271.250723,0.899,0,0,0,0,0.101,0,0,0,1,0,train,328.9,10.1021/acs.jpcb.0c02386,318.9221802
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.939,0.061,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,332.9,10.1016/j.gee.2020.11.020,147.609375,1,0,0,0,0,0.939,0,0,0,1,0,train,541.55,10.1021/acs.iecr.7b02382,530.0725267
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.901,0.099,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,332.9,10.1016/j.gee.2020.11.020,152.582625,1,0,0,0,0,0.901,0,0,0,1,0,train,510.18,10.1021/acs.iecr.7b02382,530.1012199
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,0.888,0.112,0,0,1,0,0,0,578.15,10.1016/j.molliq.2020.114745,332.9,10.1016/j.gee.2020.11.020,154.284,1,0,0,0,0,0.888,0,0,0,1,0,train,508.55,10.1021/acs.iecr.7b02382,518.396876
