Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene glycol,,0.36,0.64,,343.15,1.091,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene glycol,,0.36,0.64,,348.15,1.089,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene glycol,,0.36,0.64,,353.15,1.087,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene glycol,,0.36,0.64,,358.15,1.0832,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene glycol,,0.36,0.64,,363.15,1.082,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene glycol,,0.36,0.64,,368.15,1.0774,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,298.15,1.203,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,303.15,1.2002,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,308.15,1.1976,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,313.15,1.1951,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,318.15,1.1922,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,323.15,1.1891,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,328.15,1.1868,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,333.15,1.1844,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,338.15,1.1814,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,343.15,1.1781,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,348.15,1.176,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,353.15,1.1732,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,358.15,1.1706,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,363.15,1.1678,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,368.15,1.1652,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,298.15,1.192,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,303.15,1.1895,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,308.15,1.1867,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,313.15,1.1838,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,318.15,1.1814,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,323.15,1.1776,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,328.15,1.1761,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,333.15,1.1741,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,338.15,1.1708,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,343.15,1.1674,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,348.15,1.1655,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,353.15,1.1635,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,358.15,1.1602,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,363.15,1.1571,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,368.15,1.1549,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,298.15,1.1558,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,303.15,1.1535,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,308.15,1.1506,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,313.15,1.1483,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,318.15,1.1454,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,323.15,1.143,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,328.15,1.1402,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,333.15,1.1379,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,338.15,1.1349,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,343.15,1.1326,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,348.15,1.1296,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,353.15,1.1266,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,358.15,1.1243,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,363.15,1.122,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,368.15,1.1191,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,298.15,1.2195,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,303.15,1.2163,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,308.15,1.2124,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,313.15,1.2086,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,318.15,1.2052,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,323.15,1.202,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,328.15,1.198,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,333.15,1.1947,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,338.15,1.1907,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,343.15,1.187,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,348.15,1.1834,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,353.15,1.1792,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,358.15,1.1761,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,363.15,1.1723,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.16,0.84,,368.15,1.1688,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,298.15,1.2326,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,303.15,1.229,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,308.15,1.2256,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,313.15,1.222,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,318.15,1.2185,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,323.15,1.2151,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,328.15,1.2114,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,333.15,1.2079,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,338.15,1.2043,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,343.15,1.2006,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,348.15,1.1972,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,353.15,1.1936,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,358.15,1.19,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,363.15,1.1864,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.2,0.8,,368.15,1.1828,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,298.15,1.2501,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,303.15,1.2424,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,308.15,1.2432,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,313.15,1.2398,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,318.15,1.2363,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,323.15,1.2324,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,328.15,1.2293,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,333.15,1.226,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,338.15,1.2223,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,343.15,1.2188,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,348.15,1.2153,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,353.15,1.2119,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,358.15,1.2083,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,363.15,1.2045,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethylene glycol,,0.25,0.75,,368.15,1.2013,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,298.15,1.2889,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,303.15,1.2855,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,308.15,1.2817,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,313.15,1.278,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,318.15,1.2745,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,323.15,1.271,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,328.15,1.2673,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,333.15,1.2634,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,338.15,1.2601,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,343.15,1.2568,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,348.15,1.2529,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,353.15,1.2495,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,358.15,1.2457,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,363.15,1.2423,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.2,0.8,,368.15,1.2385,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,298.15,1.2976,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,303.15,1.2945,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,308.15,1.2906,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,313.15,1.287,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,318.15,1.2836,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,323.15,1.2809,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,328.15,1.2766,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,333.15,1.2736,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,338.15,1.2696,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,343.15,1.266,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,348.15,1.2626,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,353.15,1.2593,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,358.15,1.2556,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,363.15,1.2524,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.25,0.75,,368.15,1.2486,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,298.15,1.3064,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,303.15,1.303,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,308.15,1.299,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,313.15,1.2952,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,318.15,1.292,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,323.15,1.2886,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,328.15,1.2851,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,333.15,1.2817,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,338.15,1.2782,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,343.15,1.2749,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,348.15,1.2715,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,353.15,1.2682,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,358.15,1.2648,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,363.15,1.2615,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Glycerol,,0.33,0.67,,368.15,1.2581,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,298.15,1.1037,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,303.15,1.1004,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,308.15,1.0973,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,313.15,1.0942,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,318.15,1.091,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,323.15,1.0877,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,328.15,1.0846,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,333.15,1.0815,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,338.15,1.0782,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,343.15,1.075,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,348.15,1.0718,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,353.15,1.0683,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,358.15,1.0654,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,363.15,1.0622,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.2,0.8,,368.15,1.059,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,298.15,1.1018,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,303.15,1.0986,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,308.15,1.0955,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,313.15,1.0926,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,318.15,1.0893,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,323.15,1.0862,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,328.15,1.083,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,333.15,1.0797,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,338.15,1.0767,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,343.15,1.074,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,348.15,1.0705,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,353.15,1.0675,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,358.15,1.0642,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,363.15,1.06,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.25,0.75,,368.15,1.0546,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,298.15,1.0995,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,303.15,1.0965,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,308.15,1.0933,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,313.15,1.0903,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,318.15,1.0871,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,323.15,1.084,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,328.15,1.0809,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,333.15,1.0778,10.1016/j.tca.2011.10.010
2,Ⅲ,0,0,1,0,0,"N,N-Diethylethanolammonium chloride",Ethylene glycol,,0.33,0.67,,338.15,1.0748,10.1016/j.tca.2011.10.010
