Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.333,0.667,,328.15,1.1779,10.1016/j.fluid.2022.113462
2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.333,0.667,,333.15,1.1752,10.1016/j.fluid.2022.113462
2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.333,0.667,,338.15,1.1725,10.1016/j.fluid.2022.113462
2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.333,0.667,,343.15,1.1698,10.1016/j.fluid.2022.113462
2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.333,0.667,,348.15,1.1671,10.1016/j.fluid.2022.113462
2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.333,0.667,,353.15,1.1644,10.1016/j.fluid.2022.113462
2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.333,0.667,,358.15,1.1618,10.1016/j.fluid.2022.113462
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,293.15,1.0833,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,298.15,1.0805,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,303.15,1.0777,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,308.15,1.0749,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,313.15,1.0721,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,318.15,1.0693,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,323.15,1.0664,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,328.15,1.0636,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,333.15,1.0608,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,338.15,1.0579,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,343.15,1.0551,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,348.15,1.0522,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.365,0.635,,353.15,1.0494,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,293.15,1.0804,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,298.15,1.0775,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,303.15,1.0745,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,308.15,1.0716,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,313.15,1.0687,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,318.15,1.0659,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,323.15,1.0631,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,328.15,1.0602,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,333.15,1.0574,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,338.15,1.0545,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,343.15,1.0516,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,348.15,1.0487,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.333,0.667,,353.15,1.0458,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,293.15,1.073,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,298.15,1.0696,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,303.15,1.0663,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,308.15,1.0631,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,313.15,1.06,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,318.15,1.0571,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,323.15,1.0542,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,328.15,1.0514,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,333.15,1.0487,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,338.15,1.0461,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,343.15,1.0433,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,348.15,1.0404,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,353.15,1.0373,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,293.15,1.0699,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,298.15,1.0666,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,303.15,1.0633,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,308.15,1.0601,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,313.15,1.0569,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,318.15,1.0537,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,323.15,1.0502,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,328.15,1.0472,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,333.15,1.044,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,338.15,1.0408,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,343.15,1.0376,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,348.15,1.0344,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,353.15,1.0312,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,293.15,1.067,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,298.15,1.0626,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,303.15,1.0581,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,308.15,1.0539,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,313.15,1.0501,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,318.15,1.0465,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,323.15,1.0435,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,328.15,1.0406,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,333.15,1.0379,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,338.15,1.0353,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,343.15,1.0327,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,348.15,1.03,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,353.15,1.027,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,293.15,1.0645,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,298.15,1.0598,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,303.15,1.0553,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,308.15,1.0509,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,313.15,1.0474,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,318.15,1.0443,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,323.15,1.0412,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,328.15,1.0384,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,333.15,1.0357,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,338.15,1.0331,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,343.15,1.0302,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,348.15,1.027,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,353.15,1.0235,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,293.15,1.063,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,298.15,1.0595,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,303.15,1.0559,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,308.15,1.0523,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,313.15,1.0488,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,318.15,1.0452,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,323.15,1.0416,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,328.15,1.038,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,333.15,1.0344,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,338.15,1.0308,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,343.15,1.0272,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,348.15,1.0235,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,353.15,1.0199,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,293.15,1.0617,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,298.15,1.0571,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,303.15,1.0523,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,308.15,1.0478,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,313.15,1.0436,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,318.15,1.0397,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,323.15,1.0364,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,328.15,1.0333,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,333.15,1.0306,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,338.15,1.028,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,343.15,1.0252,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,348.15,1.0217,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,353.15,1.0181,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,293.15,1.0601,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,298.15,1.0564,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,303.15,1.0527,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,308.15,1.0489,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,313.15,1.0452,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,318.15,1.0415,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,323.15,1.0379,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,328.15,1.0342,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,333.15,1.0304,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,338.15,1.0267,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,343.15,1.0229,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,348.15,1.0191,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,353.15,1.0153,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,293.15,1.0747,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,298.15,1.0718,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,303.15,1.0688,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,308.15,1.0658,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,313.15,1.0628,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,318.15,1.0599,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,323.15,1.0569,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,328.15,1.054,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,333.15,1.0511,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,338.15,1.0482,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,343.15,1.0453,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,348.15,1.0424,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,353.15,1.0395,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,293.15,1.0718,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,298.15,1.0686,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,303.15,1.0655,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,308.15,1.0624,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,313.15,1.0594,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,318.15,1.0565,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,323.15,1.0536,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,328.15,1.0509,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,333.15,1.0481,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,338.15,1.0454,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,343.15,1.0427,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,348.15,1.0399,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,353.15,1.037,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,293.15,1.0636,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,298.15,1.0604,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,303.15,1.0571,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,308.15,1.054,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,313.15,1.0508,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,318.15,1.0477,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,323.15,1.0447,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,328.15,1.0418,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,333.15,1.0389,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,338.15,1.0361,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,343.15,1.0332,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,348.15,1.0302,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,353.15,1.0271,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,293.15,1.0585,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,298.15,1.0552,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,303.15,1.0519,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,308.15,1.0486,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,313.15,1.0453,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,318.15,1.0421,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,323.15,1.0389,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,328.15,1.036,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,333.15,1.0332,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,338.15,1.0304,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,343.15,1.0273,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,348.15,1.0242,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,353.15,1.021,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,293.15,1.0554,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,298.15,1.0521,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,303.15,1.0488,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,308.15,1.0455,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,313.15,1.0423,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,318.15,1.039,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,323.15,1.0357,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,328.15,1.0324,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,333.15,1.0292,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,338.15,1.0259,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,343.15,1.0226,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,348.15,1.0193,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,353.15,1.0161,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,293.15,1.0521,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,298.15,1.0486,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,303.15,1.0452,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,308.15,1.0418,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,313.15,1.0383,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,318.15,1.0349,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,323.15,1.0315,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,328.15,1.0281,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,333.15,1.0247,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,338.15,1.0213,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,343.15,1.0179,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,348.15,1.0145,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,353.15,1.011,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,293.15,1.0506,10.1016/j.molliq.2022.120420
2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,298.15,1.0472,10.1016/j.molliq.2022.120420
